iteration,control1_world_revenue,control2_world_revenue,control3_world_revenue,treatment_world_revenue,control1_world_rides_count,control2_world_rides_count,treatment_world_rides_count,standard_rider_revenue,subscription_revenue,early_membership_signup_revenue,standard_late_signup_revenue,membership_late_signup_revenue,control_world_rides_count,standard_rides_count,early_membership_rides_count,standard_late_signup_rides_count,membership_late_signup_rides_count,total_control_ride_minutes,total_standard_ride_minutes,early_membership_ride_minutes,standard_late_signup_ride_minutes,membership_late_signup_ride_minutes,avg_total_control_ride_minutes,avg_total_standard_ride_minutes,avg_early_membership_ride_minutes,avg_standard_late_signup_ride_minutes,avg_membership_late_signup_ride_minutes
10,29249.008217793882,29160.78084234136,38682.826875964674,40578.030050798894,6082,6116,14897,5494.713323780061,4552.590000000001,0.0,23288.264683740133,7242.4620432787,6794,1167,0,6865,6865,59402.58517383047,11096.700830205285,0.0,47310.93508651316,18570.415495586407,30.69901042575218,14.486554608623088,,41.464447928582956,16.27556134582507
11,31817.30133707684,31524.001459766238,41772.38004425893,43170.152828488295,6688,6748,15971,6108.490322418935,4887.750000000001,0.0,24540.711704532303,7633.200801537056,6794,1299,0,7336,7336,64434.105992504716,12332.02646774086,0.0,49589.00437059565,19572.30974753091,30.465298341609795,14.733603904110943,,40.4808198943638,15.977395712270132
12,31457.613314055397,31454.969610631728,42023.033837935356,43370.20161589789,6636,6678,16057,5860.821874877465,4859.8200000000015,0.0,24742.42678363042,7907.13295739,6794,1231,0,7413,7413,63645.16234373179,11871.338140711448,0.0,50060.06867597543,20274.699890743592,30.657592651123213,14.783733674609525,,41.10022058782876,16.645894819986527
13,33128.35371176817,33049.265816759216,44008.52686617854,45919.241245288096,6948,6976,16913,6272.924078258369,5187.000000000001,0.0,26157.0215911266,8302.295575903134,6794,1311,0,7801,7801,67129.11208145684,12722.882251944535,0.0,52943.645105452815,21287.937374110596,30.65256259427253,14.96809676699357,,40.72588085034832,16.375336441623535
14,29813.363592705966,29646.06726687898,39624.90679755203,41560.36132531772,6249,6280,15367,5712.009581229032,4768.050000000001,0.0,23464.32306442147,7615.978679667215,6794,1181,0,7093,7093,60421.44510950248,11617.973285202646,0.0,47431.59760108069,19528.150460685167,30.105353816393862,14.87576605019545,,39.69171347370769,16.34154850266541
15,32138.534529190263,32200.330517260292,42946.18166370846,44313.22928786451,6760,6820,16335,6124.143435676887,5015.43,0.0,25163.740631600074,8009.915220587541,6794,1281,0,7527,7527,65073.16545946221,12418.316501735608,0.0,50963.437516923266,20538.24415535267,30.651514582883753,15.33125494041433,,40.54370526405988,16.339096384528773
16,31168.93701464568,31032.687065674567,41456.28280551128,43773.33317532018,6525,6525,16188,6265.964693337291,4907.700000000001,0.0,24542.484510782662,8057.183971200228,6794,1296,0,7446,7446,63189.58208883507,12743.499213685362,0.0,49639.70387380169,20659.446080000584,30.090277185159557,14.852563186113475,,40.35748282422902,16.796297626016734
17,27993.059381512816,28260.149565338455,37511.43064539019,39024.62364034079,5915,5959,14290,5481.55935479306,4361.0700000000015,0.0,22164.862253453754,7017.132032093975,6794,1160,0,6565,6565,56610.40867054569,11080.921422546307,0.0,44974.005778086546,17992.646236138396,29.873566580762894,14.618629845047899,,41.14730629285137,16.461707443859467
18,30705.442412239747,31154.791298629985,42326.133825423574,42949.32679284339,6501,6617,15755,5644.300525727422,4811.940000000001,0.0,24334.131912657387,8158.954354458583,6794,1199,0,7278,7278,62062.67285189679,11398.206476224157,0.0,49423.41516065996,20920.395780663035,29.895314475865504,14.520008249967079,,40.981272935870614,17.346928508012468
19,31084.556607510618,31119.882429276608,41380.03984268061,43782.189441077644,6537,6544,16124,5914.694733708666,4927.6500000000015,0.0,24953.567357553693,7986.277349815278,6794,1252,0,7436,7436,62942.45283977082,11955.627522329909,0.0,50552.736814240234,20477.634230295585,30.658769040317008,14.851711207863241,,40.933390132988045,16.58108034841748
20,29031.092808279245,29268.033450708215,38431.560354776404,40569.02183534516,6155,6189,14899,5516.1263686462435,4656.330000000001,0.0,23407.767786400364,6988.797680298552,6794,1169,0,6865,6865,58656.64822635704,11146.4778683237,0.0,47432.737913847086,17919.994052047572,30.18870212370409,14.861970491098267,,40.645019634830405,15.355607585302119
21,31503.217240936894,31623.026371165037,42167.21220994118,43398.7746756748,6649,6681,15969,6272.733920377423,4891.740000000002,0.0,24392.864665099063,7841.436090198316,6794,1305,0,7332,7332,63728.76215624843,12737.779283019034,0.0,49361.19144897196,20106.246385123886,30.03240440916514,15.182096880833175,,40.261983237334384,16.3998747023849
22,29505.66127550611,29511.509586222106,39517.71188239533,41607.79643341535,6233,6276,15474,5403.262079701188,4772.040000000002,0.0,23766.39717489444,7666.09717881972,6794,1158,0,7158,7158,59673.49045001567,10885.287383849198,0.0,48101.01839716522,19656.659432871078,30.570435681360486,14.890954013473594,,40.21824280699433,16.435333973972472
23,31101.250724796206,31082.40060940369,41652.079970677965,43911.03449037503,6514,6546,16155,6094.4641323999,4963.560000000001,0.0,24710.697588321385,8142.31276965374,6794,1277,0,7439,7439,63044.232627682584,12352.472134358719,0.0,50081.27586749072,20877.725050394205,30.10708339430878,14.900448895486996,,40.258260343642064,16.782737178773477
24,31353.305367153494,31771.836805069383,42409.12900871018,43418.08139761802,6628,6716,15920,5709.224105382876,4911.690000000001,0.0,24951.74841175614,7845.4188804790065,6794,1204,0,7358,7358,63398.218890137156,11551.856680468913,0.0,50663.45746604138,20116.45866789489,30.204010905258293,14.604117168734403,,41.15634237696294,16.341558625422334
25,31252.512010552182,31547.771516478067,42399.66248088323,43546.0269855716,6620,6702,15991,5981.046683109191,4815.930000000001,0.0,24680.39951730326,8068.650785159156,6794,1293,0,7349,7349,63160.28720654405,12020.632520792795,0.0,50098.46030077759,20688.84816707476,29.976405888250618,14.378747034441142,,41.50659511249179,17.140719276781077
26,31496.554169389416,31749.0865796947,42119.78891853074,44459.98479041561,6671,6665,16365,6373.825382336559,5071.290000000001,0.0,25042.48175674981,7972.3876513292425,6794,1325,0,7520,7520,63655.2671009985,12945.706108555278,0.0,50673.030145512326,20442.01961879293,29.84306943319198,15.302253083398673,,39.868631113699706,16.083414334219455
27,33675.22403058988,33637.161647616565,44741.91692789117,46612.374329653896,7052,7096,17157,6537.334536107679,5159.070000000001,0.0,26479.23506140705,8436.734732139164,6794,1365,0,7896,7896,68264.67700151251,13262.396246429946,0.0,53639.06426001807,21632.653159331196,30.833187444224258,15.002710686006726,,41.48419509668838,16.730590223767358
28,30873.4675298461,30965.89046163119,41347.437167835364,42816.876587006045,6504,6554,15797,6155.714716257702,4784.010000000002,0.0,24083.533180720973,7793.618690027366,6794,1267,0,7265,7265,62485.81417909257,12535.165939122313,0.0,48709.05943774608,19983.637666736835,30.142698590975673,15.157395331465917,,40.62473681213184,16.66692048935516
29,29927.519784911783,29774.262251799708,39288.16448360719,41364.61794218546,6272,6265,15347,5607.7433774808,4656.330000000002,0.0,23800.06638526535,7300.478179439311,6794,1187,0,7080,7080,60655.17893567123,11335.239429437946,0.0,48174.52919298808,18719.17481907516,30.899225132792274,14.532358242869162,,41.28065911995551,16.040424009490284
30,32470.255299877554,32601.995572775068,43749.96003577049,45740.34630774613,6841,6904,16790,6590.237095754061,5115.180000000001,0.0,25538.47245881994,8496.456753172126,6794,1368,0,7711,7711,65716.03923045527,13390.351527574516,0.0,51726.85245851267,21785.786546595195,29.776184517650776,15.130340709123747,,40.348558859994284,16.993593250074255
31,28757.678304362882,28830.92354404943,38874.93980637271,40911.530896526514,6069,6106,15057,5569.183514267836,4616.430000000001,0.0,22985.57148375704,7740.3458985016305,6794,1185,0,6936,6936,58176.09821631508,11241.496190430347,0.0,46560.43970194113,19847.040765388796,29.987679492945915,14.791442355829405,,40.24238522207531,17.153881387544335
32,31808.47495422686,31556.010192151913,42197.88066019262,43272.30497413746,6704,6813,16095,5974.622711327474,4907.700000000001,0.0,24529.000098699173,7860.982164110819,6794,1269,0,7413,7413,64370.44860058169,12065.699259814035,0.0,49517.94897102352,20156.364523361073,30.420816918989456,14.859235541642901,,40.258495098393105,16.387288230374857
33,25424.42236831109,25574.645644249613,33944.3081519149,35578.443211309816,5347,5382,13040,5001.67325898779,3918.1800000000007,0.0,20270.403763616487,6388.186188705538,6794,1054,0,5993,5993,51480.570175156645,10122.239125609718,0.0,41129.24041952944,16379.964586424458,30.789814698060194,15.153052583248082,,41.8831368834312,16.68020833648112
34,30017.778463585346,30316.17356585962,40345.6693958015,41912.88501849009,6357,6396,15421,6007.260969294117,4644.360000000001,0.0,23638.034307774982,7623.229741420988,6794,1265,0,7078,7078,60668.66272714191,12159.643511010556,0.0,47902.652071217904,19546.742926720483,30.093582701955313,14.95651108365382,,41.15348116084012,16.792734473127563
35,30276.66422401209,30187.363694715437,40145.22486722346,42060.90986746905,6278,6333,15433,5756.316950547345,4704.210000000001,0.0,24036.906549256702,7563.476367664993,6794,1211,0,7111,7111,61535.03647182587,11654.658847557295,0.0,48853.60653655564,19393.52914785895,30.937675450892847,14.980281295060792,,41.436477130242274,16.449134137284943
36,29404.82410098348,29512.562404567645,39069.60142584647,41291.601477746204,6187,6202,15104,5990.878983765739,4584.510000000001,0.0,23324.079565903678,7392.13292807679,6794,1244,0,6930,6930,59532.882310214045,12171.484573758304,0.0,47241.22965616327,18954.186995068696,30.143231549475466,14.971075736480078,,41.11508238134314,16.496246296839598
37,30353.038964484404,30730.33069483819,40723.56828995701,43321.07981869925,6471,6474,15984,6096.660357119699,4883.760000000001,0.0,24556.69173252018,7783.96772905937,6794,1298,0,7343,7343,61235.9973448318,12304.257325947947,0.0,49735.10700646201,19958.891612972744,29.44038333886144,14.441616579751111,,40.6332573582206,16.30628399752675
38,28744.768519144884,29157.814487398507,38938.277200491015,39946.6040322777,6068,6153,14713,5547.418250224422,4444.8600000000015,0.0,22686.11484407584,7268.210937977434,6794,1147,0,6783,6783,58145.56030549969,11283.123718524159,0.0,46038.756010450874,18636.43830250624,30.15848563563262,15.064250625532923,,41.32742909376201,16.729298296684238
39,29170.974440493213,29203.573766231326,39605.72434530161,39366.05833643863,6147,6264,14523,5471.929509950418,4408.950000000001,0.0,22094.902029489025,7390.276796999191,6794,1151,0,6686,6686,59035.83189870053,11079.306435770302,0.0,44745.90263971545,18949.427684613307,29.982646977501542,14.635807709075698,,40.49402953820403,17.14880333449168
40,31346.057920967152,31718.472684346492,42246.208826996866,44522.44399590908,6610,6652,16311,6345.593490501777,5039.370000000001,0.0,25088.16540156148,8049.315103845821,6794,1333,0,7489,7489,63425.78954094142,12852.803821799425,0.0,50938.88564502943,20639.269497040565,29.59672867052796,14.927762859232782,,40.331659259722436,16.341464368203138
41,32773.330059210435,33004.16408539081,44271.91781923156,45853.52430136113,6909,6970,16984,6303.403328910168,5115.180000000001,0.0,25955.193870942312,8479.747101508652,6794,1340,0,7822,7822,66318.79502361649,12726.675202333765,0.0,52679.984284467464,21742.941285919624,30.22734504266932,14.747016456933679,,41.09203142314155,16.960172609921703
42,29887.8590246806,29911.89622168686,40098.720480073986,41722.0306670584,6259,6303,15270,5886.07452079181,4668.300000000001,0.0,23415.13100662711,7752.525139639479,6794,1228,0,7021,7021,60586.81801200154,11943.7808225431,0.0,47467.00258109515,19878.269588819177,30.308563287644592,15.118709901953292,,40.5700876761497,16.989974007537757
43,29446.362223332973,29654.193140055264,39679.3255079271,41874.63614971895,6217,6228,15393,5865.0123065152,4748.100000000001,0.0,23493.84623367257,7767.677609531183,6794,1247,0,7073,7073,59562.467239315316,11841.05719619282,0.0,47640.6313683912,19917.12207572098,29.633068278266325,14.691137960536997,,40.03414400705143,16.737077374555447
44,27989.780892358966,28257.00824171902,37518.272614539674,38594.66163094503,5885,5959,14045,5849.24065637634,4257.330000000001,0.0,21651.980003128487,6836.110971440208,6794,1201,0,6422,6422,56678.92536502298,11918.565785580358,0.0,43917.897443919195,17528.489670359508,29.799645302325438,15.299827709345774,,41.16016630170496,16.427825370533746
45,28624.944430955933,28576.280014828873,37994.889145316076,40271.30742481327,6027,6039,14849,5805.519079184993,4508.700000000001,0.0,22637.172649780947,7319.915695847324,6794,1213,0,6818,6818,57943.447258861364,11775.689946628187,0.0,45769.67346097679,18769.014604736723,30.178878780656962,15.077707998243516,,40.50413580617415,16.609747437820108
46,30193.010288946527,29818.250078654557,40057.44436110547,41937.522928814054,6300,6314,15591,5820.991198492528,4620.420000000002,0.0,23631.568310175968,7864.5434201455555,6794,1261,0,7165,7165,61264.12894601673,11692.285124339818,0.0,47883.508487630694,20165.495949091168,31.067002508122076,14.76298626810583,,41.35018004113186,17.414072494897383
47,31988.780512743924,31460.25011906734,41921.76421502124,43506.47427210843,6633,6697,16081,6162.827643855626,4911.690000000001,0.0,24524.973306947315,7906.983321305499,6794,1291,0,7395,7395,65014.82182754852,12491.865753475962,0.0,49597.36745371107,20274.316208475637,30.768964423827978,15.068595601297904,,40.29030662364831,16.46979383304276
48,29638.898870925543,29696.79413482475,39931.120312183295,41887.90695719989,6253,6282,15479,5626.312492915911,4732.140000000001,0.0,23674.553995308474,7854.900468975504,6794,1185,0,7147,7147,59963.84325878345,11387.980751066436,0.0,47921.933321303775,20140.77043327052,30.193274551250475,14.694168711053466,,40.406351872937414,16.982099859418653
49,30007.691683689918,30015.502384810163,39691.66500573416,41806.50405253093,6302,6324,15338,5892.8155565259185,4780.020000000001,0.0,23694.810295550335,7438.858200454677,6794,1240,0,7049,7049,60783.82482997414,11930.296298784408,0.0,48012.334091154706,19073.995385781225,29.957528255285432,14.820243849421624,,40.07707353184867,15.92153204155361
50,30410.38061342844,30715.760691409647,40778.592676824635,42820.96377262603,6438,6465,15728,5968.386602901499,4784.010000000001,0.0,24358.226241256023,7710.340928468512,6794,1252,0,7238,7238,61467.642598534454,12093.298981798718,0.0,49359.55446475902,19770.104944791055,30.399427595714368,15.154510002254034,,41.16726811072479,16.48882814411264
51,29425.445901654013,29611.429892624394,40053.60957396022,40045.75350894007,6188,6299,14750,5199.254319059726,4512.690000000001,0.0,22841.54140541297,7492.267784467375,6794,1082,0,6834,6834,59583.194619625676,10557.062356563401,0.0,46352.67027028967,19210.943037095836,30.697163637107508,15.124731169861606,,40.983793342431184,16.9858028621537
52,31388.28593236128,31595.390631838287,42300.05888187753,44598.28475657473,6605,6636,16309,6525.077720453635,4955.580000000001,0.0,24858.192083120317,8259.434953000777,6794,1363,0,7473,7473,63546.88700605456,13236.096719111887,0.0,50408.18482851364,21178.03834102763,29.820219148782055,15.144275422324814,,40.586300183988435,17.051560661052843
53,28651.664991290218,29176.038630099938,39059.57345291553,39700.57460540532,6063,6159,14490,5576.783566140441,4416.930000000002,0.0,22426.18312699206,7280.677912272822,6794,1154,0,6668,6668,57919.65382382106,11340.470682411385,0.0,45513.2900692104,18668.404903263647,29.96360777228198,15.120627576548515,,41.11408317001843,16.863961068892184
54,29262.262462903338,29651.417915718535,39451.327933917186,41250.51653818203,6190,6219,15083,5839.141388927154,4540.620000000001,0.0,23373.460407221675,7497.294742033198,6794,1241,0,6921,6921,59159.64734077778,11790.106125454244,0.0,47478.1036082607,19223.832671879994,30.045529375712434,14.682573008037663,,41.72065343432399,16.89264733908611
55,33725.27333228152,33395.02823736938,44268.111987516306,46193.09688265079,7024,7058,17071,6087.672109016607,5190.990000000002,0.0,26655.11538968666,8259.319383947524,6794,1291,0,7890,7890,68464.80341610644,12299.159253888734,0.0,54000.29587099143,21177.74201012186,31.492549869414187,14.711912983120495,,41.50676085395191,16.278049200708576
56,30766.03949590737,30657.19761426581,40914.31003443687,42322.51074910705,6447,6523,15603,5978.1923848502565,4728.1500000000015,0.0,23959.87236982144,7656.295994435353,6794,1263,0,7170,7170,62356.511527967625,12090.236884231424,0.0,48525.31376877292,19631.528190859877,30.358574258991055,14.780240689769467,,40.949631872382206,16.56669045642184
57,29364.354264184985,29528.619476473305,40065.955989067086,39215.061810645275,6189,6385,14396,5483.468015587037,4404.960000000001,0.0,21910.905090051296,7415.728705006941,6794,1136,0,6630,6630,59423.985292782,11147.35388612061,0.0,44397.19253859306,19014.688987197285,29.84630100089503,15.084376029933168,,40.21484831394299,17.22345016956276
58,31374.89864853184,31327.133712027553,42189.114203684,43786.229878088394,6559,6616,16006,6068.476496402757,4891.740000000002,0.0,24584.251112358183,8241.762269327455,6794,1262,0,7372,7372,63630.50935520983,12324.298708725019,0.0,49833.977211174824,21132.723767506293,30.532873970830053,15.252844936540864,,40.647615996064296,17.237131947395017
59,27131.873171034684,27618.614900995504,36828.82648943212,37553.71261815063,5755,5818,13843,5049.664664120059,4233.390000000001,0.0,21487.596555359676,6783.061398670894,6794,1033,0,6405,6405,54812.495310345344,10299.140164410408,0.0,43552.811680409424,17392.465124797163,30.367033412933708,15.212910139454074,,41.048832875032446,16.392521324031257
60,33159.790925139474,33138.56710042156,44463.22316571187,46436.94151590224,6932,6957,17058,6492.233661229476,5159.070000000001,0.0,26137.879911093798,8647.757943578967,6794,1354,0,7852,7852,67250.7459618961,13174.958105716603,0.0,52991.99977203537,22173.738316869145,30.443977348074288,14.886958311544184,,40.9837585243893,17.149062890076678
61,28166.720190025786,28403.79191475584,38228.54960005651,35993.89425750583,5966,6144,13237,4835.267559057862,4069.800000000001,0.0,20574.39752067563,6514.429177772344,6794,1033,0,6102,6102,56924.92356416867,9749.40399758426,0.0,41698.45518121956,16703.664558390625,30.26311725899451,14.551349250125762,,40.88083841296035,16.376141723912376
62,30669.60925705168,30344.94288296253,40524.707180242476,42544.07007594355,6350,6395,15550,5788.811684071477,4784.010000000002,0.0,24193.14212949718,7778.106262374886,6794,1216,0,7167,7167,62357.97245397867,11725.15816428584,0.0,49077.287511531234,19943.862211217653,30.582625038734022,14.439849956017044,,40.93184946749894,16.633746631540994
63,32832.43350496978,32631.38759893178,43961.436715327916,44458.70601205417,6887,6973,16406,6266.827146825072,4991.490000000001,0.0,24917.633477418356,8282.755387810743,6794,1322,0,7542,7542,66526.75257684557,12679.043966218134,0.0,50434.95763440603,21237.83432771986,30.184551985864594,14.864060921709418,,40.31571353669547,16.976686113285258
64,27974.231352684357,27981.149938176553,37382.599201163976,37361.41069718684,5861,6001,13711,5281.446348557788,4153.590000000001,0.0,21211.395656402452,6714.978692226598,6794,1095,0,6308,6308,56700.59321201117,10734.47781681484,0.0,42995.88629846783,17217.8940826323,30.484189898930737,15.034282656603418,,41.30248443656852,16.539763768138616
65,29476.28110072625,29310.691995901092,39621.18095064533,41177.081880160964,6190,6217,15295,5550.297909360256,4612.440000000001,0.0,23200.168346061837,7814.175624738869,6794,1167,0,7064,7064,59708.41307878525,11239.225408616041,0.0,46900.431656568806,20036.34775574069,30.666878828343734,14.807938614777393,,40.5713076613917,17.33248075756115
66,30847.28467588283,30777.99454636991,41324.610292682104,42804.669914590675,6471,6507,15833,5853.070922209912,4823.910000000002,0.0,24183.941761621452,7943.747230759316,6794,1227,0,7303,7303,62503.294040725195,11861.72031335875,0.0,48958.825029798594,20368.5826429726,30.474546094941587,14.92040290988522,,40.49530606269528,16.847462897413234
67,30643.7692784775,30660.042822329004,41183.4250754396,42639.91760773639,6424,6456,15720,5739.232240593807,4807.950000000002,0.0,24146.180143332716,7946.555223809868,6794,1226,0,7247,7247,62101.97250891666,11572.390360496938,0.0,48992.769598289015,20375.782625153508,30.264119156392134,14.465487950621172,,40.65790008156765,16.90936317440125
68,31824.856447126702,31937.71762292515,42189.70935766827,43608.169211385335,6677,6730,15978,6526.437192652598,4915.68,0.0,24476.353202403705,7689.698816329028,6794,1340,0,7319,7319,64481.683197760765,13298.55690423743,0.0,49557.31590359926,19717.17645212571,29.9636074339037,15.409683550680684,,40.2250940775968,16.004201665686452
69,29989.279861315845,29917.24866669496,40601.42806080548,41438.42051073452,6273,6353,15273,5554.205612313679,4648.350000000001,0.0,23292.822505910262,7943.042392510568,6794,1161,0,7056,7056,60810.97400337395,11264.62977516328,0.0,47207.2371946417,20366.77536541171,30.512279981622655,14.900303935401164,,40.521233643469266,17.482210614087307
70,28656.982531920665,28726.163215520497,38645.10116124054,40783.89195639978,6061,6072,15105,5459.896128483535,4612.440000000001,0.0,23060.583750238722,7650.972077677519,6794,1145,0,6980,6980,57938.41674851452,11063.836226880858,0.0,46650.21474420185,19617.87712225005,30.413867059587677,15.032386177827252,,40.35485704515731,16.970481939662672
71,27928.91803718194,27312.70857802902,36854.78077845151,38828.16498501443,5807,5835,14359,5373.513453812637,4385.01,0.0,21705.56363818467,7364.077893017118,6794,1147,0,6606,6606,56722.866762004975,10837.213984134965,0.0,43842.470867140175,18882.251007736202,30.430722511805243,14.50764924248322,,39.89305811386731,17.181302099850956
72,29110.41901100779,28990.939359498923,38957.46997163275,40130.599620442525,6086,6149,14781,5485.727698853863,4520.670000000002,0.0,22694.07009528762,7430.131826301043,6794,1151,0,6815,6815,59036.9718230969,11114.686407317595,0.0,45995.05152637851,19051.62006743857,30.57326350238058,14.939094633491392,,40.59580893766859,16.815198647342072
73,30682.79388595017,30976.097008768964,41678.54250554138,41753.2265484691,6437,6588,15359,5193.287179141053,4688.250000000002,0.0,24262.150139760295,7609.53922956775,6794,1077,0,7141,7141,62168.702271667105,10554.582510618084,0.0,49349.10292246229,19511.63905017372,31.319245476910382,15.099545794875656,,41.999236529755144,16.605650255466994
74,27619.131067163777,27359.240706172615,36031.26798101212,37768.10886037013,5823,5846,14000,5477.606477721908,4265.310000000001,0.0,21399.731214723237,6625.461167924982,6794,1152,0,6424,6424,55887.5155568302,11091.298660825403,0.0,43158.285165957015,16988.361969038415,30.324208115480303,14.92772363502746,,40.37257733017494,15.891825976649592
75,33733.28838419655,34031.93491008385,45656.73230253154,48143.38888551976,7162,7209,17938,5922.3282415544245,5478.27,0.0,27785.207485218925,8957.583158746405,6794,1262,0,8338,8338,68131.50867742705,11949.559593729293,0.0,56292.839705689556,22968.161945503605,30.676050732745182,14.48431465906581,,40.999883252505136,16.728450069558342
76,30699.713395542658,30871.262463154017,41630.422721800525,43325.28600512644,6470,6490,15848,6088.012152972429,4827.9000000000015,0.0,24174.267833184116,8235.106018969896,6794,1274,0,7287,7287,62127.470244981174,12343.620905057509,0.0,48975.04572611312,21115.65645889717,30.027776822127198,14.998324307481784,,40.47524440174638,17.450955751154687
77,30769.40788960042,30747.431046323803,41453.953453694434,41917.13899669631,6486,6605,15617,5279.684756518529,4784.010000000002,0.0,24112.23825930978,7741.205980867998,6794,1123,0,7247,7247,62265.14843487288,10658.166042355202,0.0,48821.12374181995,19849.246104789738,30.900818081822766,14.864945665767367,,40.718201619532906,16.554834115754577
78,32871.765373647344,32904.420921110155,44462.63751904145,45749.166399153364,6889,6955,16809,6139.720047570019,5139.120000000001,0.0,25798.424509923854,8671.901841659492,6794,1275,0,7767,7767,66622.47531704446,12473.641147615434,0.0,52275.44746134321,22235.64574784485,30.815205974581158,15.361627029083046,,40.58652753209876,17.263700114786374
79,30186.190312470673,29883.588530869958,40175.9069535813,40905.25788234869,6313,6360,15185,5963.150268477957,4544.6100000000015,0.0,22858.891748594273,7538.605865276453,6794,1233,0,6976,6976,61213.30849351454,12128.59043199476,0.0,46145.876278446856,19329.75862891398,30.637291538295564,15.275302811076525,,40.51437776861006,16.970815301943794
80,30204.77674051168,30362.799724458302,40338.95761712341,41509.52062937824,6390,6452,15311,5801.610439467639,4636.380000000001,0.0,23638.688462886894,7432.841727023704,6794,1237,0,7037,7037,61063.5301038761,11704.129331968303,0.0,47922.2781099664,19058.56853083001,30.18464167270198,14.630161664960378,,41.24120319274217,16.401521971454397
81,29772.61270005316,29816.662716284227,39272.27137959083,40668.57649717301,6265,6305,14887,5791.951250169219,4524.660000000002,0.0,23212.437319167824,7139.5279278359685,6794,1213,0,6837,6837,60275.9300001363,11740.900641459539,0.0,47006.249536327756,18306.48186624607,30.831677749430334,15.208420520025308,,41.451719167837524,16.143282069000062
